transaction_id,cust_id,trans_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,Date
47641191688,274548,9-28-2013,12,5,1,315,33.075,348.075,Flagship store,9-28-2022
42996647458,274385,9-28-2013,9,3,5,715,375.375,3950.375,Flagship store,9-28-2022
51769480508,274655,9-28-2013,6,5,4,1350,567,5967,MBR,9-28-2022
41011646061,271118,9-28-2013,10,6,4,263,110.46,1162.46,MBR,9-28-2022
32816124423,269640,9-28-2013,10,5,2,718,150.78,1586.78,Flagship store,9-28-2022
33762870289,273931,9-28-2013,1,2,4,1483,622.86,6554.86,TeleShop,9-28-2022
51749142627,268345,9-28-2013,2,6,5,1266,664.65,6994.65,Flagship store,9-28-2022
36241947327,267903,9-28-2013,6,5,2,312,65.52,689.52,TeleShop,9-28-2022
44966048632,269242,9-28-2013,1,1,4,382,160.44,1688.44,e-Shop,9-28-2022
54442568243,274219,9-28-2013,2,6,1,1337,140.385,1477.385,MBR,9-28-2022
15107557669,270293,9-28-2013,11,5,4,467,196.14,2064.14,e-Shop,9-28-2022
54251889351,267740,9-28-2013,10,5,-3,-542,170.73,-1796.73,MBR,9-28-2022
40745088690,269484,9-28-2013,12,6,3,175,55.125,580.125,e-Shop,9-28-2022
22360421644,271358,9-28-2013,12,6,1,1178,123.69,1301.69,MBR,9-28-2022
62574338044,272006,9-28-2013,10,5,2,145,30.45,320.45,e-Shop,9-28-2022
9631601808,269205,9-28-2013,6,5,1,809,84.945,893.945,TeleShop,9-28-2022
88073541494,274181,9-28-2013,10,6,1,334,35.07,369.07,Flagship store,9-28-2022
65454256888,274769,9-28-2013,1,4,2,1362,286.02,3010.02,TeleShop,9-28-2022
95538956889,272939,9-28-2013,1,2,5,516,270.9,2850.9,e-Shop,9-28-2022
99074283766,267442,9-28-2013,7,5,3,420,132.3,1392.3,e-Shop,9-28-2022
93457282663,273507,9-28-2013,4,2,-3,-969,305.235,-3212.235,e-Shop,9-28-2022
78708352529,268565,9-28-2013,2,6,2,538,112.98,1188.98,MBR,9-28-2022
79660093215,270612,9-28-2013,10,6,5,711,373.275,3928.275,TeleShop,9-28-2022
93113163063,273395,9-28-2013,4,3,5,732,384.3,4044.3,TeleShop,9-28-2022
97645160990,274759,9-28-2013,10,6,4,1143,480.06,5052.06,MBR,9-28-2022
99405618125,272494,9-28-2013,11,6,-2,-1458,306.18,-3222.18,e-Shop,9-28-2022
28905805659,274251,9-27-2013,11,6,4,1256,527.52,5551.52,e-Shop,9-27-2022
5016742567,268732,9-27-2013,7,5,2,319,66.99,704.99,TeleShop,9-27-2022
2130773353,274647,9-27-2013,10,5,3,436,137.34,1445.34,e-Shop,9-27-2022
38711229257,269629,9-27-2013,1,1,5,935,490.875,5165.875,MBR,9-27-2022
14570529203,274551,9-27-2013,4,3,2,515,108.15,1138.15,e-Shop,9-27-2022
31098889224,267652,9-27-2013,10,6,2,917,192.57,2026.57,e-Shop,9-27-2022
13084503116,274175,9-27-2013,11,6,3,847,266.805,2807.805,e-Shop,9-27-2022
1017044430,269857,9-27-2013,10,6,3,277,87.255,918.255,e-Shop,9-27-2022
43167652327,271671,9-27-2013,4,4,4,1109,465.78,4901.78,Flagship store,9-27-2022
30612133657,272411,9-27-2013,9,3,3,809,254.835,2681.835,Flagship store,9-27-2022
59547158614,269388,9-27-2013,1,4,2,396,83.16,875.16,e-Shop,9-27-2022
42823875095,271668,9-27-2013,11,5,1,844,88.62,932.62,MBR,9-27-2022
4848636401,272573,9-27-2013,9,3,1,1461,153.405,1614.405,MBR,9-27-2022
24499713342,273992,9-27-2013,5,3,4,394,165.48,1741.48,TeleShop,9-27-2022
1853454901,272857,9-27-2013,1,4,1,837,87.885,924.885,e-Shop,9-27-2022
70060266406,274265,9-27-2013,1,1,2,958,201.18,2117.18,MBR,9-27-2022
74852226281,269694,9-27-2013,12,5,3,1133,356.895,3755.895,MBR,9-27-2022
83841315117,275130,9-27-2013,10,3,2,832,174.72,1838.72,e-Shop,9-27-2022
91507094326,270462,9-27-2013,10,3,1,1459,153.195,1612.195,MBR,9-27-2022
75960776767,274615,9-27-2013,6,5,5,884,464.1,4884.1,MBR,9-27-2022
54251889351,267740,9-26-2013,10,5,3,542,170.73,1796.73,MBR,9-26-2022
49262381351,268933,9-26-2013,9,3,1,1306,137.13,1443.13,e-Shop,9-26-2022
26019840554,269188,9-26-2013,11,5,4,472,198.24,2086.24,e-Shop,9-26-2022
4510550124,273763,9-26-2013,1,1,4,504,211.68,2227.68,e-Shop,9-26-2022
2315144168,270437,9-26-2013,2,6,3,664,209.16,2201.16,e-Shop,9-26-2022
54647393040,270100,9-26-2013,5,3,2,839,176.19,1854.19,e-Shop,9-26-2022
4791915006,268582,9-26-2013,1,4,5,503,264.075,2779.075,MBR,9-26-2022
61156325386,273175,9-26-2013,1,4,3,763,240.345,2529.345,e-Shop,9-26-2022
51911769858,267657,9-26-2013,6,5,3,1069,336.735,3543.735,e-Shop,9-26-2022
25380336310,269586,9-26-2013,11,5,5,410,215.25,2265.25,e-Shop,9-26-2022
56320864986,272518,9-26-2013,4,4,3,1254,395.01,4157.01,Flagship store,9-26-2022
17091238358,271047,9-26-2013,12,5,1,108,11.34,119.34,e-Shop,9-26-2022
49748204648,269563,9-26-2013,4,4,2,239,50.19,528.19,e-Shop,9-26-2022
54267672884,268904,9-26-2013,5,3,5,1161,609.525,6414.525,e-Shop,9-26-2022
48444543612,271982,9-26-2013,8,3,3,461,145.215,1528.215,TeleShop,9-26-2022
6440616564,272722,9-26-2013,2,6,-5,-242,127.05,-1337.05,TeleShop,9-26-2022
66947374667,269388,9-26-2013,12,6,-5,-751,394.275,-4149.275,e-Shop,9-26-2022
82809494483,268008,9-26-2013,9,3,4,1129,474.18,4990.18,MBR,9-26-2022
99024917788,270523,9-26-2013,1,4,5,635,333.375,3508.375,TeleShop,9-26-2022
85938756856,269233,9-26-2013,7,5,3,837,263.655,2774.655,MBR,9-26-2022
98292937128,270554,9-26-2013,3,2,5,1369,718.725,7563.725,Flagship store,9-26-2022
92212740066,271422,9-26-2013,10,6,5,1382,725.55,7635.55,MBR,9-26-2022
83741087070,274952,9-26-2013,4,3,1,621,65.205,686.205,MBR,9-26-2022
99963516507,273791,9-26-2013,12,5,-2,-1053,221.13,-2327.13,Flagship store,9-26-2022
41406844924,275247,9-25-2013,4,2,3,346,108.99,1146.99,Flagship store,9-25-2022
7981202706,268220,9-25-2013,9,3,1,1036,108.78,1144.78,MBR,9-25-2022
26996933294,273503,9-25-2013,4,1,1,502,52.71,554.71,e-Shop,9-25-2022
40667882719,272143,9-25-2013,3,2,4,142,59.64,627.64,e-Shop,9-25-2022
26345592006,270657,9-25-2013,12,6,4,113,47.46,499.46,e-Shop,9-25-2022
30190433487,273319,9-25-2013,1,2,5,83,43.575,458.575,e-Shop,9-25-2022
44103159566,272893,9-25-2013,4,1,-4,-958,402.36,-4234.36,e-Shop,9-25-2022
45329886598,269162,9-25-2013,4,4,1,1057,110.985,1167.985,Flagship store,9-25-2022
60363883553,275070,9-25-2013,7,5,2,597,125.37,1319.37,e-Shop,9-25-2022
59897499801,268723,9-25-2013,10,3,3,1026,323.19,3401.19,e-Shop,9-25-2022
16659461071,272192,9-25-2013,7,5,1,1159,121.695,1280.695,e-Shop,9-25-2022
28387222066,270937,9-25-2013,1,4,2,1329,279.09,2937.09,MBR,9-25-2022
31937858775,266883,9-25-2013,10,3,-4,-468,196.56,-2068.56,MBR,9-25-2022
46228616917,267970,9-25-2013,3,5,4,1166,489.72,5153.72,Flagship store,9-25-2022
16496038387,271031,9-25-2013,5,3,2,718,150.78,1586.78,Flagship store,9-25-2022
39220297054,272559,9-25-2013,6,5,1,410,43.05,453.05,Flagship store,9-25-2022
71624037243,272248,9-25-2013,1,1,4,150,63,663,e-Shop,9-25-2022
84766723236,268830,9-25-2013,6,5,3,950,299.25,3149.25,TeleShop,9-25-2022
81146508695,269859,9-25-2013,1,4,-3,-323,101.745,-1070.745,e-Shop,9-25-2022
66947374667,269388,9-25-2013,12,6,5,751,394.275,4149.275,e-Shop,9-25-2022
83915036768,272230,9-25-2013,10,5,1,271,28.455,299.455,Flagship store,9-25-2022
79512431721,268826,9-25-2013,3,5,-4,-1295,543.9,-5723.9,TeleShop,9-25-2022
99514449468,272494,9-25-2013,3,5,-2,-1496,314.16,-3306.16,MBR,9-25-2022
82032879362,272363,9-25-2013,6,5,3,1147,361.305,3802.305,TeleShop,9-25-2022
99819139865,268731,9-25-2013,4,2,1,918,96.39,1014.39,TeleShop,9-25-2022
29319340656,268698,9-24-2013,10,5,5,549,288.225,3033.225,Flagship store,9-24-2022
62903474498,273785,9-24-2013,12,6,5,307,161.175,1696.175,MBR,9-24-2022
26739409431,266799,9-24-2013,10,5,2,203,42.63,448.63,e-Shop,9-24-2022
35447491388,273076,9-24-2013,10,3,5,1499,786.975,8281.975,MBR,9-24-2022
2145168048,269859,9-24-2013,12,6,4,353,148.26,1560.26,e-Shop,9-24-2022
20769204964,269650,9-24-2013,3,5,3,1094,344.61,3626.61,e-Shop,9-24-2022
6440616564,272722,9-24-2013,2,6,-5,-242,127.05,-1337.05,TeleShop,9-24-2022
34627916943,269363,9-24-2013,7,5,1,1255,131.775,1386.775,Flagship store,9-24-2022
3462932739,267555,9-24-2013,11,5,1,823,86.415,909.415,Flagship store,9-24-2022
5619481894,273823,9-24-2013,1,2,5,1099,576.975,6071.975,MBR,9-24-2022
49231329383,270268,9-24-2013,3,2,2,556,116.76,1228.76,e-Shop,9-24-2022
44103159566,272893,9-24-2013,4,1,4,958,402.36,4234.36,e-Shop,9-24-2022
34406035896,271705,9-24-2013,1,4,1,1266,132.93,1398.93,e-Shop,9-24-2022
29135682727,269249,9-24-2013,12,5,1,1369,143.745,1512.745,Flagship store,9-24-2022
38998495330,271988,9-24-2013,11,5,4,1413,593.46,6245.46,TeleShop,9-24-2022
39286855809,272299,9-24-2013,6,5,2,457,95.97,1009.97,e-Shop,9-24-2022
22972051563,272079,9-24-2013,3,1,2,384,80.64,848.64,TeleShop,9-24-2022
3587135409,267528,9-24-2013,4,2,3,1062,334.53,3520.53,e-Shop,9-24-2022
69413762686,273734,9-24-2013,12,5,3,796,250.74,2638.74,e-Shop,9-24-2022
84468392583,269634,9-24-2013,8,3,2,110,23.1,243.1,e-Shop,9-24-2022
79512431721,268826,9-24-2013,3,5,4,1295,543.9,5723.9,TeleShop,9-24-2022
86031572194,270976,9-24-2013,12,5,1,1137,119.385,1256.385,MBR,9-24-2022
90982161253,273552,9-24-2013,1,1,5,586,307.65,3237.65,Flagship store,9-24-2022
89664094757,271218,9-24-2013,3,2,1,645,67.725,712.725,e-Shop,9-24-2022
72495172898,274376,9-24-2013,2,6,5,155,81.375,856.375,MBR,9-24-2022
77233162892,271825,9-24-2013,12,6,2,180,37.8,397.8,TeleShop,9-24-2022
65233653216,267093,9-24-2013,1,1,4,748,314.16,3306.16,MBR,9-24-2022
90729057610,268732,9-24-2013,5,3,5,638,334.95,3524.95,e-Shop,9-24-2022
90779859754,270076,9-24-2013,8,3,2,608,127.68,1343.68,e-Shop,9-24-2022
54443416750,270949,9-23-2013,11,6,5,346,181.65,1911.65,e-Shop,9-23-2022
40439389002,267332,9-23-2013,4,3,5,1305,685.125,7210.125,MBR,9-23-2022
563889893,268350,9-23-2013,3,2,1,206,21.63,227.63,MBR,9-23-2022
21669229333,272718,9-23-2013,4,4,5,1094,574.35,6044.35,TeleShop,9-23-2022
2150045343,271735,9-23-2013,4,2,4,265,111.3,1171.3,e-Shop,9-23-2022
13931369082,267617,9-23-2013,4,1,4,564,236.88,2492.88,Flagship store,9-23-2022
26038705918,269147,9-23-2013,10,6,2,1433,300.93,3166.93,Flagship store,9-23-2022
20332354867,268348,9-23-2013,6,5,5,1386,727.65,7657.65,TeleShop,9-23-2022
8332754271,273727,9-23-2013,2,6,3,889,280.035,2947.035,Flagship store,9-23-2022
56218226781,272757,9-23-2013,4,1,-1,-1092,114.66,-1206.66,MBR,9-23-2022
90452440225,274016,9-23-2013,5,3,1,1378,144.69,1522.69,Flagship store,9-23-2022
84003124064,268924,9-23-2013,11,6,1,878,92.19,970.19,TeleShop,9-23-2022
97228231618,270576,9-23-2013,1,4,3,155,48.825,513.825,TeleShop,9-23-2022
96505409106,267827,9-23-2013,1,2,2,480,100.8,1060.8,Flagship store,9-23-2022
83513671488,270828,9-23-2013,3,2,3,510,160.65,1690.65,TeleShop,9-23-2022
69316694442,269242,9-23-2013,10,3,2,1256,263.76,2775.76,TeleShop,9-23-2022
82658139939,274894,9-23-2013,1,2,3,799,251.685,2648.685,TeleShop,9-23-2022
84855358085,272813,9-23-2013,11,6,1,384,40.32,424.32,Flagship store,9-23-2022
95105057906,271377,9-23-2013,4,4,4,1277,536.34,5644.34,e-Shop,9-23-2022
13468408757,271236,9-22-2013,4,4,-5,-339,177.975,-1872.975,Flagship store,9-22-2022
27387831292,269331,9-22-2013,10,5,-4,-926,388.92,-4092.92,e-Shop,9-22-2022
57625460846,272666,9-22-2013,4,1,3,900,283.5,2983.5,e-Shop,9-22-2022
46646960526,271380,9-22-2013,10,5,5,1494,784.35,8254.35,Flagship store,9-22-2022
59592937099,270597,9-22-2013,12,6,4,1112,467.04,4915.04,TeleShop,9-22-2022
14476380720,271973,9-22-2013,10,3,2,355,74.55,784.55,Flagship store,9-22-2022
56218226781,272757,9-22-2013,4,1,1,1092,114.66,1206.66,MBR,9-22-2022
11001785266,272761,9-22-2013,7,5,4,1420,596.4,6276.4,MBR,9-22-2022
40654699409,271122,9-22-2013,4,4,5,739,387.975,4082.975,e-Shop,9-22-2022
42398119703,268515,9-22-2013,3,1,2,140,29.4,309.4,TeleShop,9-22-2022
18785172620,268701,9-22-2013,4,4,4,1085,455.7,4795.7,e-Shop,9-22-2022
22533193126,270160,9-22-2013,6,5,2,1408,295.68,3111.68,TeleShop,9-22-2022
22856174381,272604,9-22-2013,4,4,2,1018,213.78,2249.78,Flagship store,9-22-2022
40107200407,272186,9-22-2013,3,1,3,1369,431.235,4538.235,e-Shop,9-22-2022
73247543917,275093,9-22-2013,12,6,2,1217,255.57,2689.57,e-Shop,9-22-2022
90566406163,270286,9-22-2013,4,4,4,1247,523.74,5511.74,Flagship store,9-22-2022
83851430196,270771,9-22-2013,10,6,3,1189,374.535,3941.535,MBR,9-22-2022
90750562538,272059,9-22-2013,2,6,4,1348,566.16,5958.16,MBR,9-22-2022
88124772586,272864,9-22-2013,11,6,5,138,72.45,762.45,e-Shop,9-22-2022
98807578367,270023,9-22-2013,11,6,3,1142,359.73,3785.73,TeleShop,9-22-2022
84405561816,274840,9-22-2013,2,6,4,606,254.52,2678.52,Flagship store,9-22-2022
66078020529,269135,9-22-2013,4,4,1,1204,126.42,1330.42,MBR,9-22-2022
99963516507,273791,9-22-2013,12,5,2,1053,221.13,2327.13,Flagship store,9-22-2022
66942257663,271210,9-22-2013,11,6,4,771,323.82,3407.82,e-Shop,9-22-2022
99798790311,274805,9-22-2013,3,2,1,254,26.67,280.67,MBR,9-22-2022
30697451045,268486,9-21-2013,3,5,-3,-714,224.91,-2366.91,e-Shop,9-21-2022
42965633499,269449,9-21-2013,4,2,3,353,111.195,1170.195,TeleShop,9-21-2022
51460462786,273094,9-21-2013,12,6,4,1278,536.76,5648.76,e-Shop,9-21-2022
39597644149,271160,9-21-2013,10,3,-5,-208,109.2,-1149.2,e-Shop,9-21-2022
37441945287,269387,9-21-2013,9,3,-4,-1414,593.88,-6249.88,e-Shop,9-21-2022
9074287285,270455,9-21-2013,3,5,-2,-475,99.75,-1049.75,e-Shop,9-21-2022
16634019038,274972,9-21-2013,12,6,3,234,73.71,775.71,TeleShop,9-21-2022
6419159391,268700,9-21-2013,11,5,3,1242,391.23,4117.23,Flagship store,9-21-2022
59124928460,271344,9-21-2013,12,5,1,536,56.28,592.28,Flagship store,9-21-2022
62861989009,274279,9-21-2013,10,6,4,586,246.12,2590.12,MBR,9-21-2022
51354169853,274098,9-21-2013,12,5,5,597,313.425,3298.425,e-Shop,9-21-2022
79438173564,268572,9-21-2013,1,4,4,1317,553.14,5821.14,TeleShop,9-21-2022
64590004273,271595,9-21-2013,4,4,3,571,179.865,1892.865,e-Shop,9-21-2022
72179651378,272425,9-21-2013,4,3,1,1425,149.625,1574.625,e-Shop,9-21-2022
68066856206,268008,9-21-2013,12,6,5,807,423.675,4458.675,TeleShop,9-21-2022
99438726059,267049,9-21-2013,1,1,3,86,27.09,285.09,e-Shop,9-21-2022
69839500031,273495,9-21-2013,10,3,5,1439,755.475,7950.475,e-Shop,9-21-2022
94880275837,273366,9-21-2013,3,2,1,989,103.845,1092.845,MBR,9-21-2022
98913668332,273761,9-21-2013,4,2,3,78,24.57,258.57,TeleShop,9-21-2022
96260332917,274977,9-21-2013,9,3,1,453,47.565,500.565,Flagship store,9-21-2022
33968369360,270563,9-20-2013,4,1,2,388,81.48,857.48,e-Shop,9-20-2022
15942922451,267246,9-20-2013,10,6,5,806,423.15,4453.15,Flagship store,9-20-2022
2586292243,268368,9-20-2013,3,5,4,1223,513.66,5405.66,Flagship store,9-20-2022
31408259430,268385,9-20-2013,2,6,5,837,439.425,4624.425,TeleShop,9-20-2022
48662282932,271643,9-20-2013,2,6,1,1237,129.885,1366.885,Flagship store,9-20-2022
41548065485,271605,9-20-2013,1,4,2,1265,265.65,2795.65,e-Shop,9-20-2022
53338054126,269423,9-20-2013,5,3,3,1475,464.625,4889.625,MBR,9-20-2022
31061178143,274226,9-20-2013,8,3,4,945,396.9,4176.9,MBR,9-20-2022
38652177130,268383,9-20-2013,4,3,4,554,232.68,2448.68,MBR,9-20-2022
37441945287,269387,9-20-2013,9,3,4,1414,593.88,6249.88,e-Shop,9-20-2022
33095112814,272349,9-20-2013,11,5,5,1299,681.975,7176.975,Flagship store,9-20-2022
44676991362,271729,9-20-2013,4,1,5,800,420,4420,TeleShop,9-20-2022
71290673365,269650,9-20-2013,2,6,4,231,97.02,1021.02,TeleShop,9-20-2022
96071000946,268415,9-20-2013,12,5,4,1329,558.18,5874.18,e-Shop,9-20-2022
65593134052,271137,9-20-2013,10,5,5,784,411.6,4331.6,e-Shop,9-20-2022
93457282663,273507,9-20-2013,4,2,3,969,305.235,3212.235,e-Shop,9-20-2022
99405618125,272494,9-20-2013,11,6,2,1458,306.18,3222.18,e-Shop,9-20-2022
78837513093,274795,9-20-2013,10,3,2,1053,221.13,2327.13,Flagship store,9-20-2022
99957916781,274187,9-20-2013,4,4,2,202,42.42,446.42,TeleShop,9-20-2022
66771756185,273907,9-20-2013,11,6,3,1185,373.275,3928.275,MBR,9-20-2022
95618235659,269875,9-20-2013,12,5,-3,-476,149.94,-1577.94,e-Shop,9-20-2022
27083769027,273732,9-19-2013,3,1,2,1237,259.77,2733.77,Flagship store,9-19-2022
39766203942,270293,9-19-2013,8,3,1,1272,133.56,1405.56,e-Shop,9-19-2022
59575215387,273972,9-19-2013,10,3,-3,-176,55.44,-583.44,MBR,9-19-2022
32644533287,272887,9-19-2013,1,2,1,958,100.59,1058.59,Flagship store,9-19-2022
22527572032,273776,9-19-2013,1,1,2,983,206.43,2172.43,TeleShop,9-19-2022
18129240745,268997,9-19-2013,1,1,5,631,331.275,3486.275,TeleShop,9-19-2022
41403114846,272369,9-19-2013,4,4,2,503,105.63,1111.63,e-Shop,9-19-2022
59361634571,272433,9-19-2013,1,1,5,1057,554.925,5839.925,Flagship store,9-19-2022
45989791773,268047,9-19-2013,6,5,1,690,72.45,762.45,MBR,9-19-2022
53387160961,267987,9-19-2013,11,5,2,841,176.61,1858.61,e-Shop,9-19-2022
10759534295,269235,9-19-2013,2,6,3,530,166.95,1756.95,MBR,9-19-2022
21661632369,269727,9-19-2013,3,5,4,1047,439.74,4627.74,Flagship store,9-19-2022
30985868116,268848,9-19-2013,10,3,4,1390,583.8,6143.8,e-Shop,9-19-2022
25840015029,272813,9-19-2013,10,5,3,553,174.195,1833.195,MBR,9-19-2022
10596584077,270655,9-19-2013,9,3,3,290,91.35,961.35,e-Shop,9-19-2022
6440616564,272722,9-19-2013,2,6,5,242,127.05,1337.05,TeleShop,9-19-2022
41168183694,275064,9-19-2013,1,2,2,1224,257.04,2705.04,e-Shop,9-19-2022
45601326313,267634,9-19-2013,10,6,5,1383,726.075,7641.075,TeleShop,9-19-2022
13160538806,267437,9-19-2013,1,2,1,330,34.65,364.65,Flagship store,9-19-2022
64915388667,267358,9-19-2013,11,6,4,1240,520.8,5480.8,Flagship store,9-19-2022
71265515844,272067,9-19-2013,1,4,5,876,459.9,4839.9,MBR,9-19-2022
91804852597,275226,9-19-2013,11,6,4,993,417.06,4389.06,TeleShop,9-19-2022
65114820194,275137,9-19-2013,9,3,2,1398,293.58,3089.58,e-Shop,9-19-2022
94635436857,270030,9-19-2013,1,1,2,1187,249.27,2623.27,TeleShop,9-19-2022
73214408826,271491,9-19-2013,11,5,4,1199,503.58,5299.58,e-Shop,9-19-2022
83889297975,275116,9-19-2013,10,6,1,431,45.255,476.255,e-Shop,9-19-2022
63833750229,269016,9-19-2013,10,6,-3,-460,144.9,-1524.9,TeleShop,9-19-2022
63833750229,269016,9-19-2013,10,6,-3,-460,144.9,-1524.9,TeleShop,9-19-2022
52261844925,271923,9-18-2013,2,6,-4,-270,113.4,-1193.4,TeleShop,9-18-2022
48749730333,267375,9-18-2013,1,4,1,1398,146.79,1544.79,MBR,9-18-2022
61792566818,271385,9-18-2013,1,4,4,972,408.24,4296.24,MBR,9-18-2022
25526424840,273518,9-18-2013,10,3,3,248,78.12,822.12,MBR,9-18-2022
17921839490,267016,9-18-2013,12,5,1,1134,119.07,1253.07,TeleShop,9-18-2022
50484012668,272476,9-18-2013,1,4,1,378,39.69,417.69,TeleShop,9-18-2022
31803201960,268624,9-18-2013,11,5,5,1437,754.425,7939.425,e-Shop,9-18-2022
91564013133,274279,9-18-2013,3,1,3,1005,316.575,3331.575,e-Shop,9-18-2022
72730098179,268881,9-18-2013,11,6,2,145,30.45,320.45,e-Shop,9-18-2022
70225237541,273287,9-18-2013,1,2,5,427,224.175,2359.175,e-Shop,9-18-2022
99514449468,272494,9-18-2013,3,5,2,1496,314.16,3306.16,MBR,9-18-2022
86631518197,270310,9-18-2013,10,3,5,1320,693,7293,e-Shop,9-18-2022
99220847767,267073,9-18-2013,4,1,2,1273,267.33,2813.33,e-Shop,9-18-2022
24556422542,273683,9-17-2013,3,1,3,1476,464.94,4892.94,Flagship store,9-17-2022
40085850040,270241,9-17-2013,12,6,-3,-343,108.045,-1137.045,TeleShop,9-17-2022
12585151245,267316,9-17-2013,10,3,5,1460,766.5,8066.5,Flagship store,9-17-2022
44498135124,270009,9-17-2013,9,3,1,1124,118.02,1242.02,e-Shop,9-17-2022
38954497500,272098,9-17-2013,12,6,2,906,190.26,2002.26,TeleShop,9-17-2022
27387831292,269331,9-17-2013,10,5,4,926,388.92,4092.92,e-Shop,9-17-2022
18927897502,275165,9-17-2013,9,3,1,917,96.285,1013.285,Flagship store,9-17-2022
62174150487,272938,9-17-2013,1,1,1,527,55.335,582.335,e-Shop,9-17-2022
34449742591,267226,9-17-2013,1,1,1,456,47.88,503.88,e-Shop,9-17-2022
49217419018,269013,9-17-2013,4,3,5,624,327.6,3447.6,MBR,9-17-2022
52261844925,271923,9-17-2013,2,6,4,270,113.4,1193.4,TeleShop,9-17-2022
95618235659,269875,9-17-2013,12,5,3,476,149.94,1577.94,e-Shop,9-17-2022
63833750229,269016,9-17-2013,10,6,3,460,144.9,1524.9,TeleShop,9-17-2022
88177228538,267183,9-17-2013,10,3,5,837,439.425,4624.425,TeleShop,9-17-2022
69376934095,270061,9-17-2013,7,5,2,84,17.64,185.64,e-Shop,9-17-2022
94910640900,267236,9-17-2013,7,5,3,683,215.145,2264.145,e-Shop,9-17-2022
96198376815,272580,9-17-2013,8,3,5,1119,587.475,6182.475,e-Shop,9-17-2022
88606743874,271201,9-17-2013,10,5,-5,-1220,640.5,-6740.5,MBR,9-17-2022
73146783101,273510,9-17-2013,1,4,3,562,177.03,1863.03,e-Shop,9-17-2022
85981380151,268654,9-17-2013,5,3,1,635,66.675,701.675,Flagship store,9-17-2022
95112445500,270216,9-17-2013,4,3,-2,-383,80.43,-846.43,TeleShop,9-17-2022
53225488283,269596,9-16-2013,7,5,1,912,95.76,1007.76,MBR,9-16-2022
37204442734,272768,9-16-2013,10,6,2,1458,306.18,3222.18,MBR,9-16-2022
42372841742,275222,9-16-2013,3,1,2,920,193.2,2033.2,MBR,9-16-2022
26170819184,267852,9-16-2013,3,2,-5,-927,486.675,-5121.675,MBR,9-16-2022
9726520175,274258,9-16-2013,6,5,1,79,8.295,87.295,e-Shop,9-16-2022
2537476381,267772,9-16-2013,3,1,2,975,204.75,2154.75,e-Shop,9-16-2022
2893544866,275233,9-16-2013,3,1,2,98,20.58,216.58,Flagship store,9-16-2022
62560151977,267540,9-16-2013,10,5,5,1222,641.55,6751.55,e-Shop,9-16-2022
933067130,270588,9-16-2013,9,3,3,532,167.58,1763.58,TeleShop,9-16-2022
31937858775,266883,9-16-2013,10,3,4,468,196.56,2068.56,MBR,9-16-2022
36957441426,270351,9-16-2013,3,2,3,361,113.715,1196.715,Flagship store,9-16-2022
27469711690,268080,9-16-2013,6,5,-4,-1395,585.9,-6165.9,TeleShop,9-16-2022
59120808897,267836,9-16-2013,3,2,3,1323,416.745,4385.745,e-Shop,9-16-2022
5064023324,274060,9-16-2013,12,5,5,1317,691.425,7276.425,e-Shop,9-16-2022
2286773925,274802,9-16-2013,2,6,4,780,327.6,3447.6,TeleShop,9-16-2022
81146508695,269859,9-16-2013,1,4,3,323,101.745,1070.745,e-Shop,9-16-2022
77725695028,274048,9-16-2013,10,3,-1,-1498,157.29,-1655.29,TeleShop,9-16-2022
99341862695,268011,9-16-2013,10,6,1,1431,150.255,1581.255,e-Shop,9-16-2022
99109047002,269789,9-16-2013,5,3,-2,-1131,237.51,-2499.51,TeleShop,9-16-2022
64736366936,271392,9-16-2013,3,2,4,1477,620.34,6528.34,e-Shop,9-16-2022
73563842075,272718,9-16-2013,2,6,5,332,174.3,1834.3,TeleShop,9-16-2022
83169460082,268376,9-16-2013,5,3,-2,-1050,220.5,-2320.5,TeleShop,9-16-2022
70452745518,272357,9-16-2013,7,5,1,1092,114.66,1206.66,TeleShop,9-16-2022
69927490911,271620,9-16-2013,3,5,4,202,84.84,892.84,Flagship store,9-16-2022
36762903926,270450,9-15-2013,10,5,2,714,149.94,1577.94,e-Shop,9-15-2022
11548009104,271789,9-15-2013,4,3,4,397,166.74,1754.74,MBR,9-15-2022
2956974252,272943,9-15-2013,4,1,5,661,347.025,3652.025,e-Shop,9-15-2022
54756656305,267592,9-15-2013,4,2,3,1029,324.135,3411.135,MBR,9-15-2022
9074287285,270455,9-15-2013,3,5,2,475,99.75,1049.75,e-Shop,9-15-2022
39926196321,267327,9-15-2013,3,5,4,1212,509.04,5357.04,e-Shop,9-15-2022
57665834939,274633,9-15-2013,4,4,4,409,171.78,1807.78,MBR,9-15-2022
6423977497,274068,9-15-2013,1,2,3,778,245.07,2579.07,Flagship store,9-15-2022
42304658907,269329,9-15-2013,10,5,5,650,341.25,3591.25,MBR,9-15-2022
23846292710,271615,9-15-2013,3,5,1,1252,131.46,1383.46,TeleShop,9-15-2022
25238814419,269094,9-15-2013,12,6,1,948,99.54,1047.54,Flagship store,9-15-2022
26170819184,267852,9-15-2013,3,2,5,927,486.675,5121.675,MBR,9-15-2022
38693781855,274603,9-15-2013,1,4,4,1325,556.5,5856.5,e-Shop,9-15-2022
59627621289,274602,9-15-2013,4,3,5,289,151.725,1596.725,MBR,9-15-2022
